AC1_435	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum
AC1_436	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Nisaea
AC1_437	Bacteria;Proteobacteria;Gammaproteobacteria
AC1_438	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Afifella
AC1_439	Bacteria;Gemmatimonadetes;Gemmatimonadetes
AC1_440	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae
AC1_441	Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae
AC1_442	Bacteria;Chloroflexi
AC1_444	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Unassigned;Nordella
AC1_446	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
AC1_447	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae;Gracilimonas
AC1_448	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae
AC1_449	Bacteria;BRC1
AC1_450	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia
AC1_451	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae
AC1_452	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
AC1_453	Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae
AC1_456	Bacteria;OP3
AC1_458	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Chitinophagaceae
AC1_460	Bacteria;Acidobacteria;Holophagae
AC1_461	Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
AC1_463	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodovibrio;salinarum
AC1_464	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina
AC1_465	Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter
AC1_466	Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae
AC1_468	Bacteria;Acidobacteria;Holophagae
AC1_469	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales
AC1_470	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flammeovirgaceae
AC1_471	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella
AC1_472	Organelle;Chloroplast;Bacillariophyta
AC1_476	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter
AC1_477	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
AC1_478	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;yabuuchiae
AC1_479	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
AC1_480	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula
AC1_481	Unknown
AC1_482	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Sinobacteraceae
AC1_483	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella
AC1_484	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Rhodothermaceae
AC1_485	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
AC1_487	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Maritalea
AC1_488	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae
AC1_489	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales
AC1_490	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aliagarivorans
AC1_491	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Iamiaceae;Iamia
AC1_492	Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolinaceae;Longilinea
AC1_493	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulforhopalus
AC1_494	Bacteria;Proteobacteria;Deltaproteobacteria
AC1_495	Bacteria;Proteobacteria;Gammaproteobacteria
AC1_496	Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Flammeovirgaceae
AC1_497	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula
AC1_498	Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae
AC1_499	Bacteria;Acidobacteria;Holophagae
AC1_500	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
AC1_502	Bacteria;Proteobacteria;Deltaproteobacteria
AC1_504	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hirschia
AC1_505	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium
AC1_506	Bacteria;Actinobacteria;Actinobacteria;Acidimicrobiales;Acidimicrobiaceae
AC1_507	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
